step,x,y,target_x,target_y
1,1.999999999991666e-10,4.499999999950001e-05,0.35,0.3
2,2.996235035210309e-09,0.000149543249971528,0.35,0.3
3,1.3951278588557584e-08,0.00031301638572648916,0.35,0.3
4,4.175053970336693e-08,0.0005348003595627558,0.35,0.3
5,9.81562057034444e-08,0.0008142706201067047,0.35,0.3
6,1.9795969653308743e-07,0.0011507972912797222,0.35,0.3
7,3.5893268401272105e-07,0.0015437453503683524,0.35,0.3
8,6.017767296150418e-07,0.001992474805174529,0.35,0.3
9,9.500715946317867e-07,0.00249634087022358,0.35,0.3
10,1.4302222768229846e-06,0.003054694142008416,0.35,0.3
11,2.071404827819273e-06,0.003666880773249043,0.35,0.3
12,2.9055110056840888e-06,0.004332242646147217,0.35,0.3
13,3.967091817136775e-06,0.0050501175446167595,0.35,0.3
14,5.293300003990461e-06,0.0058198393254706845,0.35,0.3
15,6.923831528370523e-06,0.006640738088546979,0.35,0.3
16,8.900866111251062e-06,0.007512140345755445,0.35,0.3
17,1.126900687877886e-05,0.008433369189028678,0.35,0.3
18,1.4075219170747155e-05,0.009403744457160803,0.35,0.3
19,1.7368768565436134e-05,0.010422582901518191,0.35,0.3
20,2.1201158174853677e-05,0.011489198350606918,0.35,0.3
21,2.5626065264189647e-05,0.01260290187348226,0.35,0.3
22,3.0699277249040083e-05,0.013763001941986071,0.35,0.3
23,3.6478627123665307e-05,0.014968804591798331,0.35,0.3
24,4.30239283732182e-05,0.0162196135822897,0.35,0.3
25,5.0396909422517344e-05,0.017514730555162318,0.35,0.3
26,5.866114767354411e-05,0.0188534551918666,0.35,0.3
27,6.788200318341467e-05,0.020235085369782153,0.35,0.3
28,7.812655203411775e-05,0.02165891731715138,0.35,0.3
29,8.946351944481706e-05,0.023124245766754738,0.35,0.3
30,0.00010196321267699567,0.024630364108316965,0.35,0.3
31,0.00011569745378216756,0.026176564539634038,0.35,0.3
32,0.00013073951224130067,0.02776213821641083,0.35,0.3
33,0.00014716403754448727,0.029386375400799924,0.35,0.3
34,0.00016504699175876077,0.031048565608632242,0.35,0.3
35,0.0001844655821312959,0.032747997755330535,0.35,0.3
36,0.00020549819377453993,0.03448396030049697,0.35,0.3
37,0.00022822432247911024,0.03625574139116646,0.35,0.3
38,0.00025272450769955537,0.0380626290037175,0.35,0.3
39,0.0002790802657573164,0.03990391108443264,0.35,0.3
40,0.00030737402330444297,0.04177887568870086,0.35,0.3
41,0.0003376890510908131,0.04368681111885445,0.35,0.3
42,0.0003701093980767816,0.0456270060606331,0.35,0.3
43,0.000404719825932336,0.04759874971826816,0.35,0.3
44,0.0004416057439629767,0.04960133194818027,0.35,0.3
45,0.0004808531445016541,0.05163404339128354,0.35,0.3
46,0.0005225485388051977,0.05369617560389001,0.35,0.3
47,0.0005667788934927568,0.05578702118720783,0.35,0.3
48,0.0006136315675628395,0.05790587391542705,0.35,0.3
49,0.000663194250024594,0.060052028862387044,0.35,0.3
50,0.000715554898178013,0.06222478252681959,0.35,0.3
51,0.0007708016765767741,0.06442343295616185,0.35,0.3
